ID,Utterance,settings,music,camera,editor,internet,contacts,messages,clock,recorder,calendar,weather,file manager,notes,gallery,calculator,,,,,,,,,
00084da5d4ead7aa,turn on airplane mode and then turn on wifi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
00091c35fa9d0465,turn on airplane mode and turn on bluetooth,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
000968ce11f5ee34,turn off the dark mode and increase brightness to full,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0009734200a85047,turn on the dark mode and decrease brightness to minimum,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
00097b6214686db5,turn on gps location and open google maps,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0009aef4bd9e1697,set the phone to vibration mode and turn on battery saver,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
000a02d807ae0254,open youtube app and turn on auto rotation,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
000a6c6d4e89b9bc,turn on mobile data and turn on hotpsot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
000bafe2080bba82,turn off the sync setting and turn on battery saver,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
000bf0a9894b2807,set an alarm for 8 pm with label Dinner and turn off work profile,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,
000c50dceb1eed2b,change mobile data to other sim and turn off wifi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
000c9b92318552d1,turn on wifi and open google play store,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
000ce41d86f2b886,when is diwali this year and set reminder for that date,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,
000cf60dbaed8c02,click a photo with camera app and share it on whatsapp,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
000d4f120d5a7303,take a screenshot and share it on telegram app,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
000d60becb7d1a67,take a screenshot and share it on whatsapp,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
000fc381d4895598,take a screenshot and edit it,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
000ff37cf57ab537,open camera app and start recording video,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
001068b809feee6b,play my song playlist and increase volume to highest,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0011c58fcfd6bf91,set alarm for 8 am to show me today's weather,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,,,,,,,,
0011cefc680993ba,edit the picture after capturing macro shot,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0011ef6aa33d42e6,share the picture to whatsapp after clicking picture with camera,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0012706ac77a7b37,turn on wifi and dial my mom's number,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
0012bb72f20ae971,tell google assistant to open alexa app and increase volume to full,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0012bbcbd6958302,tell me how much storage space is free on my internal storage and open file manager,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,
00137446b1aec28c,tell google assistant to tell me a joke and open whatsapp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0013a435effa29bd,add tomato sauce to my shopping list in notes app and open amazon app,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,,,,,,
0013be435187e84f,play songs on music app and set it to shuffle mode,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0013fed3aeae76b7,set alarm for 12 pm and power off the phone,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,
001411adf8f1dd82,turn off the flashlight and then reboot the phone,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
001421530a1aa622,turn on wifi and open chrome app,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
001426f56de6a49b,open camera app and click photo in night mode,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
00148cabab3f0abd,click photo on night mode and share it on telegram,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0015d9af6dbc03c0,open microsoft teams app and mute the volume,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
00166b5f5bf2d758,open gallery app and show me whatsapp photos,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,
0016909ad784fe8d,calculate 20% of 1500 and send the result to whatsapp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,
0016b94c8b20ffa6,convert 150 us dollars to indian rupees and share the result on telegram,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,
0016ec04bb0f869a,"add 2376, 456 and share the result as sms",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,
00177176f33f587e,copy the phone number of mohan and send it to whatsapp,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
0017d4d47894af05,turn on dnd mode and turn on battery saver,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
001804717513d860,turn on silent mode and open camera app,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0018af86a1bdfef3,turn on airplane mode and open music app,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0019400581a6fe32,turn on airplane mode and open gallery,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,
00199e012d99a8b9,open camera and reboot the phone,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
001a9a0fce445525,open youtube app and reboot the phone,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
001acc29b248cb6d,turn on airplane mode and reboot the phone to recovery mode,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
001ade31463efdfe,open telegram app and open calculator,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,
001af79497a01e91,open calculator and open calendar,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,,
001bb624469de607,open chrome browser and open calculator,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,
001c368c738a814f,open chrome browser and open calendar,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,
001c86f5bceccb32,open calendar and play music in background,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,
001cba5e79b6b91e,play music in background and open calculator app,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,
001ceacfd4ffa469,play music in background and search for contacts in contact list,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
001ceebc43e65027,open phone dialer and play music in background,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
001d2f65ea6f4163,open messages app and play music,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
001d39c71fce6f78,play music and uninstall an app,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
001d739c97bc2ae4,uninstall an app and play music in background,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
001deac5571d5186,turn off airplane mode and open phone dialer,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
001e131e1a08845a,turn off airplane mode and turn off mobile data,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
001eba8bbe728e54,increase brightness to full and open youtube app,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
001ed6d4be00614b,decrease brightness to lowest and open youtube,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
001eff4007dbb65b,open youtube app and increase volume to full,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
001f1f993acff9a3,open youtube and set sound volume to 40%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0020376025dd8092,open youtube and open calculator app,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,
002046a2e5669735,turn off airplane mode and turn on gps location,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
002093eb829e4e1b,turn off airplane mode and turn off gps location,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
00209bd924d80a3e,turn off gps location and play music in background,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0020baa22b95d1b0,turn on gps location and open camera app,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0020e1f3fafd4b17,open camera and turn on gps location,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0020f1b79913e7c0,open chrome browser and turn off gps location,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0021e57e6b9cb3d9,turn on gps location and open chrome browser,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0021f7c457937f18,turn on flashlight and turn off gps,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
002261b0415c4f9d,turn on battery saver and reboot the phone,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0023317d123b6fcb,open gallery app and open calculator,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,
00234e493cedb3e1,open gallery and play music,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,
0023f3f84f353bce,increase brightness to full and open gallery app,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,
002586bdf3280356,open device settings and play music in background,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0025a91b6955f1a5,open gallery and calculator,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,
0025c49d87d9a18f,play music in background and set an alarm for me,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,
00260d8dfcc29827,turn on gps location and show me today's weather,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,
0026c91011e3ae35,open weather app and calculator,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,,,,,,,
0027160ca62626bc,turn on wifi and open weather app,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,
0027c21bc4637efd,turn off airplane mode and open weather app,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,
00281611ff9c0123,open weather app and take screenshot,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,
0028b002aacc20cc,open whatsapp and take screenshot,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0028bca06339e02f,open telegram and take a screenshot,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0028c5110f1f896b,search for a contact and take a screenshot,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
00291ce25a490740,take a screenshot and open gallery,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,
00293511a845d344,open gallery app and take screenshot,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,
002a3ebaaa51f17a,open calculator app and take a screenshot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,
002af5c4c7f08722,search for a contact named Preeti and share it to whatsapp,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
002b3c51eb2cb207,take a screenshot and create a new contact,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
002b41238214233e,add a new contact and play music in background,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
002b92bbe21a6af4,turn off the music playback and open phone dialer,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
002c586b0af3792c,open chrome browser and turn off the music,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
002cd3ed1c9c7555,open amazon app and open calculator,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,
002eef919d2f8410,turn on the bluetooth and open music app,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
002fb627b19c4c0b,stop music playback and turn off the bluetooth,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
002fec87c1465bd8,stop music in background and power off the phone,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
003044a2c35274b6,stop the music and open weather app,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,
0030a3760c6e27f3,show me the weather and then reboot the phone,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,
0030e3ba49006440,reject the call and send sms to call me later,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,
00314b8e8314b445,sms happy birthday to mohan in 2 hours,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,,,,,,,
00316955ef4b0fee,message happy brithday to mohan on whatsapp in 5 hours,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,,,,,,,,
0031c900f2018470,set a task to message mohan on telegram in 3 hours,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,,,,,,,,
0031d0649f4a266b,set a reminder to send sms to mohan tomorrow,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,,,,,,,
0031db73bf0939c3,open calendar app and set birthday reminder for mohan on 28 May 2021,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,
00325303c23588a4,copy phone number of mohan and send it as sms to rahul,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,
003260a50813dba9,copy address of rahul from contacts list and send to mohan on whatsapp,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
0032e594263182fc,copy address of mohan from contacts and send as sms to rahul,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,
00340e8231a91349,copy phone number of rahul and send to mohan on whatsapp,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
00372dfdd531fc6c,open contacts app and check whether contact rahul is on whatsapp or not,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
0037738477182b8e,open contacts app and check whether mohan contact is on telegram or not,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
00379bb7b2b2e644,convert 50 lbs to kg and send the result to rahul as sms,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,
00380df890f6b894,convert 150 kg to lbs and send the result to mohan on whatsapp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,
00385b9bffdeb9c8,call rahul at 6 AM tomorrow,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,
0038a47d8f1bb327,set reminder to call mohan at 11 AM tomorrow,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,
003994b922637eee,automatically call rahul at 5 PM tomorrow,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,
003abee7e2ed7b4b,call rahul now and increase volume to full,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
003b169a420e3757,increase volume to full and then call mohan,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
003bb366e674a9d4,call mohan and decrease the earpiece volume to lowest,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
003c6a7652d31202,call rahul and switch the volume to speaker mode,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
003c73565c434b4b,call mohan now and then turn on bluetooth,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
003d1b257aba9a9e,turn on the bluetooth and then call mohan,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
003d82f5e461ad76,turn off the airplane mode and then call rahul,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
003d8674aeeec5ec,turn on the wifi and call mohan,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
003deb1d3dff6793,call rahul and turn off the wifi,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
003e3cb0578f451e,turn off the bluetooth and call rahul,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
003ea5201eae8fec,call mohan now and turn off the bluetooth,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
003eba3ef992ee20,call rahul and then open the calculator,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,
003ec3dbae5dc8a7,open the contacts and calculator app,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,
003f43cdfcaaed40,turn on the flashlight and turn off the screen,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
003fc0a59f6f977f,turn on the torch and turn off the screen,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
003fc837ea217bc2,dismiss the call and put the phone on dnd mode,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
003fcf8c7df1b038,cut the incoming call and turn on silent mode,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
003fd5c24c970c1c,dismiss the incoming call and put the phone to vibration mode,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
004078790485c9ea,cut the call and turn on dnd mode,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
00410d7506f22d90,open youtube app and turn on auto rotate,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
004110369dcf5306,dismiss the incoming call and turn on battery saver,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
00418320f2620bac,cut the incoming call and turn on do not disturb mode,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
00419d13372bdd27,dismiss the call and put phone to do not disturb,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
0041dc272b8579a9,turn on the wifi and turn off the work profile,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
004248aaf2a0405d,open the music app and turn on the bluetooth,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
00426fbaf380b88a,turn on the bluetooth and open music app,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
004278af07e050ea,dismiss the call and turn on airplane mode,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
0042a95dc2b6a0a8,cut the incoming call and turn on the aeroplane mode,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
00434db6be41a019,dismiss the incoming call and power off the phone,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
0043b6e76433c3b6,cut the incoming call and switch off the phone,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
0043c91b8619691c,dismiss the call and turn off the phone,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
0043d859042ff14c,dismiss the call and send an sms to the caller,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,
00441d96a027ea2d,cut the incoming call and send a message to that phone number on whatsapp,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
004515df90b06ef9,silence the incoming call and put the phone on vibration mode,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
004540f1a3bba137,silence the incoming call and send a sms to call me later,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,
00463993d4325375,dismiss the incoming call and turn off the mobile data,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
